id,name,authors,published_date,journal_publication,link,article_type,volume,issue
s13287-025-04151-6,Development and evaluation of siRNA-mediated gene silencing strategies for ADO2 therapy utilizing iPSCs model and DMPC-SPIONs delivery system,"Jiajun Xu, Gengshuo Chen, Chune Mo, Yu Sha, Sha Luo and Minglin Ou",11 February 2025,Stem Cell Research & Therapy,//stemcellres.biomedcentral.com/articles/10.1186/s13287-025-04151-6,Short report,16,:66
s12871-025-02939-w,"Efficacy of intranasal dexmedetomidine-esketamine sedation for pediatric acceptance of facemask: single-center, double-blind, randomized, controlled trial","Kan Zhang, Guangxuan Zhang, Yanmei Zhang, Jingjing Wang, Jie Bai, Jijian Zheng and Yujuan Tao",11 February 2025,BMC Anesthesiology,//bmcanesthesiol.biomedcentral.com/articles/10.1186/s12871-025-02939-w,Research,25,:66
s12883-025-04066-y,Association of blood pressure parameters on early neurological deterioration in patients with mild stroke and large vessel occlusion following medical management,"Yue Shi, Jianwen Bu, Jian-yu Liu and Shankai Liu",11 February 2025,BMC Neurology,//bmcneurol.biomedcentral.com/articles/10.1186/s12883-025-04066-y,Research,25,:57
s12915-025-02145-7,Species-specific blood–brain barrier permeability in amphibians,"Sophie Antesberger, Beate Stiening, Michael Forsthofer, Alberto Joven Araus, Elif Eroglu, Jonas Huber, Martin Heß, Hans Straka and Rosario Sanchez-Gonzalez",11 February 2025,BMC Biology,//bmcbiol.biomedcentral.com/articles/10.1186/s12915-025-02145-7,Research article,23,:43
s12951-025-03142-2,Enhanced hemostatic efficacy of cryogel with copper ion-loaded mesoporous bioactive glasses for acute and persistent bleeding,"Qixiu Hou, Xu He, Mengting Guo, Xueqian Li, Ziyan Zhang, Xiaoyan Xu, Yong Xu, Qin Shi and Yue Han",12 February 2025,Journal of Nanobiotechnology,//jnanobiotechnology.biomedcentral.com/articles/10.1186/s12951-025-03142-2,Research,23,:102
s13287-025-04212-w,Construction of tetravalent bispecific Tandab (CD3/BCMA)-secreting human umbilical cord mesenchymal stem cells and its efficiency in the treatment of multiple myeloma,"Mengshang Xiong, Chunfang Kong, Yang Lu, Jiaojun Liu, Weirong Ding, Tingting Zhang, Wei Zuo, Lixia Cao, Qiling Lu, Anna Li, Chaoyu Li, Liting Ding, Yutao Yan, Bo Ke and Caishui Wan",12 February 2025,Stem Cell Research & Therapy,//stemcellres.biomedcentral.com/articles/10.1186/s13287-025-04212-w,Research,16,:69
s12917-024-04430-z,Andrographolide reverses the susceptibility of ,"Bingqian Xue, Hailong Li, ShuJi Gao, Yingying Quan, Yuxin Wang, Li Yi and Yang Wang",12 February 2025,BMC Veterinary Research,//bmcvetres.biomedcentral.com/articles/10.1186/s12917-024-04430-z,Research,21,:63
s13063-025-08758-1,The effectiveness of vitrectomy co-adjuvant intravitreal dexamethasone implant on visual outcome in patients with proliferative diabetic retinopathy: study protocol for a prospective randomized controlled trial,"Jipeng Li, Zhaoyang Wang, Aman Chandra, Jun Xu, Lin Liu and Meng Zhao",12 February 2025,Trials,//trialsjournal.biomedcentral.com/articles/10.1186/s13063-025-08758-1,Study protocol,26,:51
s12904-025-01665-x,The influence of the hidden curriculum on the risk of burnout in junior doctors in a palliative medicine rotation – a qualitative exploratory study,"Eng Koon Ong, Ranitha Govindasamy, Wen Shan Sim and Lalit Kumar Radha Krishna",12 February 2025,BMC Palliative Care,//bmcpalliatcare.biomedcentral.com/articles/10.1186/s12904-025-01665-x,Research,24,:40
s40360-025-00863-w,"Melatonin protect against pregabalin-induced gonadotoxicity via anti-oxidative, anti-inflammatory, anti-apoptotic, enzymatic and hormonal regulatory mechanisms in rats","Ayodeji Folorunsho Ajayi, Motolani Susan Borisade, Precious Oyedokun, Oyedayo Phillips Akano, Lydia Oluwatoyin Ajayi, David Tolulope Oluwole and Wale Johnson Adeyemi",12 February 2025,BMC Pharmacology and Toxicology,//bmcpharmacoltoxicol.biomedcentral.com/articles/10.1186/s40360-025-00863-w,Research,26,:30
s42466-024-00358-9,Association of oral anticoagulants with risk of brain haemorrhage expansion compared to no-anticoagulation,"Roland Veltkamp, Kirsten Haas, Viktoria Rücker, Uwe Malzahn, Adrian Heeger, David Kinzler, Patrick Müller, Pascal Rappard, Timolaos Rizos, Johannes Schiefer, Christian Opherk, Waltraud Pfeilschifter, Katharina Althaus, Peter Schellinger, Bernadette Gaida, Maria Magdalena Gabriel…",12 February 2025,Neurological Research and Practice,//neurolrespract.biomedcentral.com/articles/10.1186/s42466-024-00358-9,Research article,7,:12
s12889-025-21757-w,Association between non-high-density lipoprotein cholesterol to high-density lipoprotein cholesterol ratio and cardiometabolic multimorbidity among middle-aged and older adults in China,"Xiaoyi Liu, Yanyu Zhang, Deyun Luo, Bingli Chen, Chenyi Lai, Chenyu He and Shiyang Li",11 February 2025,BMC Public Health,//bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-025-21757-w,Research,25,:570
s12887-025-05419-9,"Incidence, outcome and risk factors of perioperative pulmonary complications in pediatric patients with mediastinal mass","Jia Feng, Jialian Zhao, Yuanyuan Zhang and Yaoqin Hu",12 February 2025,BMC Pediatrics,//bmcpediatr.biomedcentral.com/articles/10.1186/s12887-025-05419-9,Research,25,:108
s12951-025-03183-7,Early assessment and treatment of ventricular remodeling in vivo via a targeted ultrasonic molecular probe loaded with oxygen and cholecystokinin,"Can Wang, Hongfeng Cheng, Xiaoying Dong, Yue Zhan, Ying Liu, Nianhong Wu, Rui Tang, Hongye He, Yuting Cao, Liping Yang, Jianli Ren, Xingsheng Li and Pan Li",12 February 2025,Journal of Nanobiotechnology,//jnanobiotechnology.biomedcentral.com/articles/10.1186/s12951-025-03183-7,Research,23,:104
s12951-025-03140-4,Biomaterial-based vascularization strategies for enhanced treatment of peripheral arterial disease,"Haojie Wang, Fuxin Lin, Yibin Zhang, Yuanxiang Lin, Bin Gao and Dezhi Kang",12 February 2025,Journal of Nanobiotechnology,//jnanobiotechnology.biomedcentral.com/articles/10.1186/s12951-025-03140-4,Review,23,:103
s12872-025-04498-x,Exploring the impact of angiotensin-converting enzyme (,"Xinyu Cheng, Zhiyi Zong, Xiaofei Mei, Yufeng Jiang, Jinsheng Shen, Hezi Jiang, Hui Xu and Yafeng Zhou",12 February 2025,BMC Cardiovascular Disorders,//bmccardiovascdisord.biomedcentral.com/articles/10.1186/s12872-025-04498-x,Research,25,:95
s40001-025-02302-2,Myocardial ferroptosis may exacerbate the progression of atrial fibrillation through isolevuglandins,"Zhi-Jie Yue, Xin-Ru Li, Zhan Shi and Xue-Wen Li",12 February 2025,European Journal of Medical Research,//eurjmedres.biomedcentral.com/articles/10.1186/s40001-025-02302-2,Review,30,:93
s12916-025-03932-3,Healthy lifestyle factors and combined macrovascular and microvascular events in diabetes patients with high cardiovascular risk: results from ADVANCE,"Shoujiang You, Danni Zheng, Yanan Wang, Qiang Li, Tu N. Nguyen, Ruth Peters, Xiaoying Chen, Xia Wang, Yongjun Cao, Diederick E. Grobbee, Stephen Harrap, Giuseppe Mancia, Bryan Williams, Neil R. Poulter, Liu Lisheng, Michel Marre…",12 February 2025,BMC Medicine,//bmcmedicine.biomedcentral.com/articles/10.1186/s12916-025-03932-3,Research,23,:87
s13098-025-01625-8,Low-density lipoprotein cholesterol predicts coronary artery calcification events in patients with type 2 diabetes: a longitudinal study,"Zhi Zou, Yongbing Sun, Lijun Zou, Yang Zhou, Xinbei Lin, Jing Zhou, Zhonglin Li, Xiaoling Wu, Ling Wang, Xiaodong Li, Yong Wang, Yangxi Hu, Fengli Li, Jiancheng Zhang and Yongli Li",12 February 2025,Diabetology & Metabolic Syndrome,//dmsjournal.biomedcentral.com/articles/10.1186/s13098-025-01625-8,Research,17,:53
s13098-025-01617-8,The prognostic value of remnant cholesterol to adverse renal outcomes in patients with type 2 diabetes,"Pan Yu, Qiongjing Yuan, Ling Huang, Lijian Tao, Zhangzhe Peng and Jiaxi Pu",12 February 2025,Diabetology & Metabolic Syndrome,//dmsjournal.biomedcentral.com/articles/10.1186/s13098-025-01617-8,Research,17,:52
s12889-025-21802-8,A qualitative study into the perceptions and needs of fathers with a migration background on parenting regarding energy balance-related behaviors,"Meredith L. Overman, Roel C. J. Hermans, Ibrahim Loukili, Mai J. M. Chinapaw, Abdellah Mehraz, Lauren Ekkelboom, Stef P. J. Kremers and Carry Renders",11 February 2025,BMC Public Health,//bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-025-21802-8,Research,25,:565
s13098-025-01618-7,Anti-glycaemic effect of the Chinese modified DASH diet combined with 23% low-sodium salt in patients with hypertension and type 2 diabetes: a clinical trial,"Jiaxian An, Guowei Liu, Wenjun Luo, Xiaomeng Zhou, Ying Mei, Ziyan Zhang, Li Zhao, Yao Huang and Lihong Mu",12 February 2025,Diabetology & Metabolic Syndrome,//dmsjournal.biomedcentral.com/articles/10.1186/s13098-025-01618-7,Research,17,:55
s13098-025-01585-z,Screening and management of hospital hyperglycemia in non-critical patients: a position statement from the Brazilian Diabetes Society (SBD),"Emerson Cestari Marino, Denise Momesso, Marcos Tadashi Kakitani Toyoshima, Maria Fernanda Ozorio de Almeida, Beatriz D. Schaan, Leandra Anália Freitas Negretto, Augusto Cezar Santomauro Junior, Priscilla Cukier, Paulo Roberto Rizzo Genestreti, Alina Coutinho Rodrigues Feitosa, Jorge Eduardo da Silva Soares Pinto, Rogerio Silicani Ribeiro, Rodrigo Nunes Lamounier, Ruy Lyra and Marcello Casaccia Bertoluci",12 February 2025,Diabetology & Metabolic Syndrome,//dmsjournal.biomedcentral.com/articles/10.1186/s13098-025-01585-z,Review,17,:54
s13063-025-08767-0,"Effects of lumbar joint mobilization on trunk control, balance, and gait in patients with stroke: study protocol for a randomized controlled trial","Can Chen, Bo Yan, Shan He, Ruidi Wu, XiaoHua Han, Yong Chen, Hong Chen and Lingfeng Xie",12 February 2025,Trials,//trialsjournal.biomedcentral.com/articles/10.1186/s13063-025-08767-0,Study protocol,26,:50
s12875-025-02727-y,Patient history of cancer in primary care: a closer look among cancer survivors with chronic conditions in federally qualified health centers,"Quiera Booker, Rebecca Eary, Viviana Gonzalez, Maishara Muquith, Pallavi Dev, Simon J. Craddock Lee and Bijal A. Balasubramanian",12 February 2025,BMC Primary Care,//bmcprimcare.biomedcentral.com/articles/10.1186/s12875-025-02727-y,Research,26,:39
s12875-024-02664-2,Management of gout in primary care of Hong Kong in accordance with international guidelines: any gaps to bridge?,"Kamsheung Chan, Lapkin Chiang, Ken Kaming Ho, Yimchu Li, SH Ko and Catherine Xiaorui Chen",12 February 2025,BMC Primary Care,//bmcprimcare.biomedcentral.com/articles/10.1186/s12875-024-02664-2,Research,26,:38
s12959-025-00689-w,Characterization of spreading depolarizations in swine following superior sagittal sinus occlusion: a novel gyrencephalic model study,"Renan Sanchez-Porras, Francisco L. Ramírez-Cuapio, Mildred A. Gutiérrez-Herrera, Ángel Alberto Puig-Lagunes, Pablo Albiña-Palmarola, Juan M. López-Navarro, Marcos Alejandro Suárez-Gutiérrez, Roberto Díaz-Peregrino, Diego A. Sandoval-Lopez, Gregor Fischer, Farzam Vazifehdan, Johannes Woitzik and Edgar Santos",12 February 2025,Thrombosis Journal,//thrombosisjournal.biomedcentral.com/articles/10.1186/s12959-025-00689-w,Research,23,:15
s13019-024-03210-y,YTHDF2 mediates the protective effects of MG53 on myocardial infarction injury via recognizing the m6A modification of MG53,"Zhaojie Li, Kai Li and Jianqiang Zhao",8 February 2025,Journal of Cardiothoracic Surgery,//cardiothoracicsurgery.biomedcentral.com/articles/10.1186/s13019-024-03210-y,Research,20,:121
s12890-025-03536-w,Unsupervised machine learning clustering approach for hospitalized COVID-19 pneumonia patients,"Nuttinan Nalinthasnai, Ratchainant Thammasudjarit, Tanapat Tassaneyasin, Dararat Eksombatchai, Somnuek Sungkanuparph, Viboon Boonsarngsuk, Yuda Sutherasan, Detajin Junhasavasdikul, Pongdhep Theerawit and Tananchai Petnak",8 February 2025,BMC Pulmonary Medicine,//bmcpulmmed.biomedcentral.com/articles/10.1186/s12890-025-03536-w,Research,25,:70
s12890-025-03538-8,"Development of the pulmonary fibrosis, pulmonary vascular resistance, six minute walk distance, B-type natriuretic peptide, age (PVD-B65) risk score for patients with chronic lung disease and pulmonary hypertension","Shameek Gayen, Jay Pescatore, Matthew Bittner, Mario Naranjo, Gerard J. Criner and Sheila Weaver",8 February 2025,BMC Pulmonary Medicine,//bmcpulmmed.biomedcentral.com/articles/10.1186/s12890-025-03538-8,Research,25,:69
s12882-025-03985-9,Finerenone in the management of diabetes kidney disease,"Parijat De, May T Khine, Andrew Frankel, Gabrielle Goldet, Debasish Banerjee, Rosa M Montero, Tahseen A Chowdhury, Damien Fogarty, Janaka Karalliedde, Ritwika Mallik, Dipesh C Patel, Mona Wahba, Peter Winocour, Sagen Zac-Varghese, Stephen Bain, Adnan Sharif…",8 February 2025,BMC Nephrology,//bmcnephrol.biomedcentral.com/articles/10.1186/s12882-025-03985-9,Review,26,:63
s12944-025-02464-2,Relationship of monocyte to high-density lipoprotein ratio (MHR) and other inflammatory biomarkers with sarcopenia: a population-based study,"Zhiwei Xue, Jian Cao, Jianhui Mou, Rui Wang and Peng Liu",8 February 2025,Lipids in Health and Disease,//lipidworld.biomedcentral.com/articles/10.1186/s12944-025-02464-2,Research,24,:42
s12944-025-02455-3,Genetic evidence for the liver-brain axis: lipid metabolism and neurodegenerative disease risk,"Zeyu Wang, Zixiao Yin, Guangyong Sun, Dong Zhang and Jianguo Zhang",8 February 2025,Lipids in Health and Disease,//lipidworld.biomedcentral.com/articles/10.1186/s12944-025-02455-3,Research,24,:41
s41043-025-00759-9,"Correlation between hemoglobin, albumin, lymphocyte, and platelet score and short-term mortality in critically ill patients","Chong Zhang, Wenjin Peng, Meng Ning, Weiru Liang, Bin Su, Tingting Guo, Kun Hu, Wei Su, Yi Chen and Yingwu Liu",8 February 2025,"Journal of Health, Population and Nutrition",//jhpn.biomedcentral.com/articles/10.1186/s41043-025-00759-9,Research,44,:36
s40959-025-00313-w,Long-term cardiac MRI follow up of MANTICORE (Multidisciplinary Approach to Novel Therapies in Cardio-Oncology REsearch),"Dina Labib, Mark Haykowsky, Emer Sonnex, John R. Mackey, Richard B. Thompson, D. Ian Paterson and Edith Pituskin",8 February 2025,Cardio-Oncology,//cardiooncologyjournal.biomedcentral.com/articles/10.1186/s40959-025-00313-w,Research,11,:13
s13567-025-01458-3,Opportunistic pathogens are prevalent across the culturable exogenous and endogenous microbiota of stable flies captured at a dairy facility,"Andrew J. Sommer, Courtney L. Deblois, Andrew D. J. Tu, Garret Suen and Kerri L. Coon",11 February 2025,Veterinary Research,//veterinaryresearch.biomedcentral.com/articles/10.1186/s13567-025-01458-3,Research article,56,:40
s40795-025-01029-x,"Benchmarking the healthiness, equity and environmental sustainability of university food environments in Australia, 2021/22","Gary Sacks, Jasmine Chan, Davina Mann, Sarah Dickie, Alexa Gaucher-Holm, Shaan Naughton, Oriana Ruffini and Ella Robinson",11 February 2025,BMC Nutrition,//bmcnutr.biomedcentral.com/articles/10.1186/s40795-025-01029-x,Research,11,:38
s12902-025-01872-w,Effect and safety of pemafibrate for patients with type 2 diabetes mellitus and hypertriglyceridemia: a retrospective analysis of clinical data,"Aki Okamoto, Hirohide Yokokawa, Tomoko Nagamine, Kento Goto, Hiroshi Fukuda, Teruhiko Hisaoka and Toshio Naito",11 February 2025,BMC Endocrine Disorders,//bmcendocrdisord.biomedcentral.com/articles/10.1186/s12902-025-01872-w,Research,25,:34
s40478-025-01943-y,Small molecule treatment alleviates photoreceptor cilia defects in LCA5-deficient human retinal organoids,"Dimitra Athanasiou, Tess A. V. Afanasyeva, Niuzheng Chai, Kalliopi Ziaka, Katarina Jovanovic, Rosellina Guarascio, Karsten Boldt, Julio C. Corral-Serrano, Naheed Kanuga, Ronald Roepman, Rob W. J. Collin and Michael E. Cheetham",11 February 2025,Acta Neuropathologica Communications,//actaneurocomms.biomedcentral.com/articles/10.1186/s40478-025-01943-y,Research,13,:26
s13741-025-00499-8,Perioperative real-time information sharing and its impact on family members’ anxiety in patients undergoing elective thoracoscopic lobectomy: a single-center randomized controlled trial,"Yun Linjun, Luo Xi, Ying Yanmei, Luo Wulajing, Fang Linjie, Kang Jingping and He Xiao",11 February 2025,Perioperative Medicine,//perioperativemedicinejournal.biomedcentral.com/articles/10.1186/s13741-025-00499-8,Research,14,:19
s13741-025-00500-4,Effects of remimazolam and propofol on sleep rhythm and delirium after spinal surgery in elderly patients,"Li Yaqiu, Zhou Heng, Wu Ruimin and Wang Xuri",11 February 2025,Perioperative Medicine,//perioperativemedicinejournal.biomedcentral.com/articles/10.1186/s13741-025-00500-4,Research,14,:18
